customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
2895,Lind,Mc Ilory,Female,85,1967/3/15,Librarian,Entertainment,Mass Customer,N,1.00E+02,Yes,5
2896,Chryste,Deaville,Female,5,1970/3/25,Financial Advisor,Financial Services,Mass Customer,N,1.00E+02,Yes,12
2897,Kimbra,Gerraty,Female,94,1962/4/14,Assistant Professor,Manufacturing,Affluent Customer,N,?? ? ? ?,No,5
2898,Tiertza,Hilldrop,Female,81,1965/6/5,VP Sales,n/a,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,5
2899,Leora,Sanderson,Female,13,1990/3/21,Nuclear Power Engineer,Manufacturing,High Net Worth,N,?????????,No,4
2900,Cyrille,Figliovanni,Male,29,1986/5/30,Occupational Therapist,Health,Mass Customer,N,,Yes,18
2901,Banky,Baudichon,Male,77,1995/6/11,,Manufacturing,Mass Customer,N,nil,Yes,6
2902,Stacia,Gritsaev,Female,57,1974/12/31,Human Resources Manager,Financial Services,Mass Customer,N,0/0,Yes,7
2903,Avery,Adamov,Male,47,1977/9/20,Operator,Manufacturing,Affluent Customer,N,??test??,Yes,9
2904,Freddi,Arrington,Female,26,1977/6/30,Software Test Engineer III,Manufacturing,High Net Worth,N,-$1.00,Yes,11
2905,Emily,Shackel,Female,34,1964/5/18,Account Representative I,n/a,Mass Customer,N,?? ? ? ? ? ? ? ??,No,14
2906,Ivory,MacKnocker,Female,93,1992/7/2,GIS Technical Architect,Retail,Mass Customer,N,-1.00E+02,Yes,4
2907,Erik,,Male,89,1977/1/15,Senior Financial Analyst,Financial Services,High Net Worth,N,1,No,8
2908,Tiffy,Feenan,Female,42,1955/9/21,Social Worker,Health,Affluent Customer,N,?????????????????,Yes,11
2909,Jayme,Rowthorn,Female,31,1979/9/5,Associate Professor,Entertainment,High Net Worth,N,',No,6
2910,Drucill,Petrus,Female,15,1962/12/17,Registered Nurse,Health,Mass Customer,N,-$1.00,Yes,12
2911,Janenna,Knowlman,Female,55,1968/4/26,Assistant Media Planner,Entertainment,Mass Customer,N,?????????????????????,No,11
2912,Tobit,,Male,60,1976/8/18,,n/a,High Net Worth,N,nil,No,4
2913,Padraic,Bonnar,Male,44,1955/7/11,VP Quality Control,IT,Affluent Customer,N,?????????,Yes,14
2914,Jessamine,Brazear,Female,76,1982/11/6,Health Coach IV,Health,Affluent Customer,N,??,Yes,11
2915,Enrichetta,Broadberry,Female,32,1975/6/2,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,?,No,17
2916,Lauren,Adolfson,Male,23,1969/8/3,Product Engineer,Manufacturing,Affluent Customer,N,??H????????e? ?????????w?h????o???????? ???????W??????a?????i??????????t??????s???? ??????B????????e??h????????i?????????????n?d?????? ???????????T????????h??????e????? ?????W???????a???????,Yes,9
2917,Siegfried,Hulmes,Male,21,1976/7/11,,Manufacturing,Affluent Customer,N,?,No,18
2918,Elli,,Female,58,1989/2/15,,Financial Services,Mass Customer,N,??????,Yes,5
2919,Rustin,,Male,47,1964/10/31,Safety Technician I,Financial Services,High Net Worth,N,1.00E+02,Yes,8
2920,Casar,Ritchley,U,0,,Business Systems Development Analyst,IT,Mass Customer,N,,Yes,
2921,Astrid,Mac Giolla Pheadair,Female,15,1976/4/12,,Financial Services,Mass Customer,N,?????????????????,No,7
2922,Wallache,Tatlow,Male,34,1981/12/10,Sales Associate,Manufacturing,Affluent Customer,N,1;DROP TABLE users,Yes,10
2923,Julie,Kennagh,Female,46,1971/11/30,Teacher,n/a,Affluent Customer,N,1.00E+02,Yes,4
2924,Fina,McLaughlin,Female,79,1988/1/26,Assistant Media Planner,Entertainment,Mass Customer,N,"$10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000.00",Yes,6
2925,Henderson,Sloey,Male,36,1978/5/2,Business Systems Development Analyst,Financial Services,Affluent Customer,N,?? ? ? ?,Yes,19
2926,Jonie,Bickerstasse,Female,27,1963/3/20,Research Nurse,Health,High Net Worth,N,??????????????????,No,12
2927,Yard,Spellman,Male,49,1960/9/8,VP Sales,Manufacturing,Affluent Customer,N,???,Yes,14
2928,Cedric,Layzell,Male,92,1992/12/27,Office Assistant I,n/a,Mass Customer,N,??,No,5
2929,Winny,Cakes,Male,97,1999/7/28,Nurse,Retail,Mass Customer,N,??test??,No,2
2930,Goddard,Benthall,Male,46,1997/7/25,Assistant Media Planner,Entertainment,Mass Customer,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",No,3
2931,Efren,Twiddell,Male,61,1979/1/27,Executive Secretary,IT,Mass Customer,N,Z????????A????????L??????????G??O?????,Yes,6
2932,Bradly,Deboick,Male,4,1985/4/18,Account Representative I,IT,Mass Customer,N,?????????,No,17
2933,Ralf,Presidey,Male,61,1986/4/19,Administrative Officer,Retail,Affluent Customer,N,1;DROP TABLE users,Yes,6
2934,Candida,Hickenbottom,Female,26,1986/4/8,Media Manager III,Telecommunications,Mass Customer,N,",???:*:????( ?? ? ?? )???:*:????",Yes,9
2935,Jessi,Aldwich,Female,41,1978/4/23,,Manufacturing,Mass Customer,N,1.00E+02,No,17
2936,Pavia,Gethen,Female,23,1984/5/20,Project Manager,Financial Services,Mass Customer,N,"__??(,_,*)",Yes,11
2937,Belia,Mitchener,Female,47,1974/7/29,Computer Systems Analyst I,Financial Services,Mass Customer,N,???,No,15
2938,Richardo,Cocher,Male,79,2000/2/21,Assistant Manager,Argiculture,Affluent Customer,N,,No,2
2939,Austina,Dugan,Female,38,1986/8/10,GIS Technical Architect,n/a,Mass Customer,N,?????????????????,Yes,17
2940,Wilek,Adolf,Male,83,1970/11/12,Business Systems Development Analyst,n/a,Affluent Customer,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",Yes,14
2941,Emylee,Pavlov,Female,38,1963/8/5,,Retail,Mass Customer,N,??????????,No,10
2942,Garner,Arnolds,Male,10,1970/7/15,Software Engineer III,n/a,High Net Worth,N,-1.00E+02,No,10
2943,Caesar,,Male,65,1979/1/10,VP Sales,n/a,High Net Worth,N,????,No,17
2944,Kimball,Scutter,Male,45,1977/6/5,Environmental Specialist,Manufacturing,Affluent Customer,N,"__??(,_,*)",No,7
2945,Arlan,,Male,79,1972/5/26,Safety Technician IV,n/a,Mass Customer,N,?,No,18
2946,Paige,Bax,Male,14,1990/11/21,,Property,Mass Customer,N,<script>alert('hi')</script>,Yes,7
2947,Standford,Sauter,Male,75,1977/10/13,,Manufacturing,Mass Customer,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,No,11
2948,Yank,Scarlett,Male,23,1997/1/17,Internal Auditor,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,2
2949,Alexa,Simanek,Female,68,1977/9/21,,Telecommunications,Mass Customer,N,-1.00E+02,No,17
2950,Kristos,Anthony,Male,19,1955/1/11,Software Engineer I,Financial Services,Mass Customer,N,??(???????)??:*:,Yes,10
2951,Duffy,Godbehere,Male,13,1977/9/25,Community Outreach Specialist,Financial Services,High Net Worth,N,??????????,No,12
2952,Cristy,McQuirter,Female,28,1975/4/25,Senior Developer,Manufacturing,High Net Worth,N,"'""''''""",Yes,16
2953,Hector,Carwithan,Male,45,1972/10/26,Recruiting Manager,Health,High Net Worth,N,<script>alert('hi')</script>,Yes,8
2954,Albertine,Fibbitts,Female,23,1974/3/24,Pharmacist,Health,Mass Customer,N,??(???????)??:*:,No,16
2955,Stuart,Dutnell,Male,74,1990/3/19,Community Outreach Specialist,Financial Services,High Net Worth,N,??test??,No,13
2956,Thedric,Bolding,Male,17,1959/12/16,Quality Control Specialist,Telecommunications,Mass Customer,N,-1,Yes,19
2957,Hurlee,Helleckas,Male,66,1969/11/21,Social Worker,Health,Affluent Customer,N,,No,11
2958,Regan,Botly,Male,10,1975/11/23,Health Coach II,Manufacturing,Affluent Customer,N,?????????,Yes,14
2959,Max,Gonthier,Female,1,1953/11/23,Registered Nurse,Health,Mass Customer,N,",./;'[]\-=",Yes,11
2960,Hollie,MacEllen,Female,6,1976/7/16,Design Engineer,Property,Mass Customer,N,(???? ? ????),Yes,16
2961,Merv,Barradell,Male,56,1975/3/22,Assistant Manager,Health,Mass Customer,N,??(???????)??:*:,Yes,12
2962,Shari,MacCallester,Female,26,1971/7/12,Information Systems Manager,Property,Mass Customer,N,NULL,No,15
2963,Christin,Fricke,U,17,,Safety Technician II,IT,Affluent Customer,N,,Yes,
2964,Geneva,McCrystal,Female,36,1974/1/7,Product Engineer,Telecommunications,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,14
2965,Lynna,Greenrod,Female,24,1972/12/15,,n/a,High Net Worth,N,(???????????????? ?????,No,8
2966,Fredi,Aldhous,Female,81,1969/5/22,Dental Hygienist,Health,Mass Customer,N,1.00E+96,Yes,5
2967,Dud,Coom,Male,60,1979/9/14,Social Worker,Health,Affluent Customer,N,??????????????,Yes,20
2968,Lek,Viel,Male,38,1977/11/25,Human Resources Assistant III,Retail,High Net Worth,N,??????????????????????,No,16
2969,Pascale,Cuxson,Male,12,1974/11/5,Database Administrator IV,n/a,Mass Customer,N,1'; DROP TABLE users--,Yes,6
2970,Cassi,Noades,Female,64,1992/12/8,Software Consultant,Financial Services,Mass Customer,N,??test??,No,5
2971,Esther,Caught,Female,5,1968/1/16,Marketing Assistant,Manufacturing,High Net Worth,N,nil,Yes,8
2972,Deena,Burnsides,Female,11,1956/3/18,,n/a,High Net Worth,N,<script>alert('hi')</script>,No,17
2973,Torr,Mintram,Male,34,1972/5/12,Senior Developer,Health,High Net Worth,N,???????????(??????????)?????????,No,5
2974,Hyacinthia,Settle,Female,1,1975/9/28,Engineer IV,Financial Services,High Net Worth,N,"<>?:""{}|_+",No,15
2975,Deva,Carnow,Female,67,1981/3/9,Senior Cost Accountant,Financial Services,Mass Customer,N,00??$-,No,14
2976,Lindsay,Beausang,Male,16,1964/8/7,Tax Accountant,Health,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,8
2977,Ottilie,Filkov,Female,28,1977/10/16,Community Outreach Specialist,n/a,Affluent Customer,N,$100.00,No,18
2978,Erasmus,Winckworth,Male,96,1974/5/7,Programmer IV,Manufacturing,Affluent Customer,N,??test??,No,10
2979,Louella,Mandifield,Female,39,1976/7/25,Tax Accountant,Retail,Mass Customer,N,"'""''''""",No,18
2980,Di,Plaid,Female,27,1979/12/22,Chemical Engineer,Manufacturing,Mass Customer,N,"""'",No,4
2981,Benny,Jadczak,Male,26,1980/3/30,Sales Representative,Retail,High Net Worth,N,',Yes,21
2982,Celisse,McCloughen,Female,30,1982/8/8,Senior Cost Accountant,Financial Services,Mass Customer,N,???????? ?????????,Yes,11
2983,Hilario,Magrane,Male,2,1985/1/26,Human Resources Manager,Retail,Mass Customer,N,T???????o? ??i????????n???v??????o???????ke?????????????? ?t???????????h????????????e?????????? ?????????h?????????i??????????v???e??????????-m??i?n??????????d????????????? ?????????r???e?p??r????????e???????s?,Yes,17
2984,Frances,Mishaw,Female,48,1959/5/23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,??????,Yes,13
2985,Kerby,Nesfield,Male,69,1986/10/14,Sales Representative,Retail,Affluent Customer,N,00??$-,Yes,14
2986,Ettore,Bere,Male,60,1980/9/1,,Financial Services,Mass Customer,N,-1.00E+02,No,13
2987,Riane,Schultes,Female,51,1984/11/21,Media Manager II,n/a,High Net Worth,N,??test??,Yes,4
2988,Darrelle,Michie,Female,20,1998/2/2,Administrative Officer,n/a,Mass Customer,N,???????????(??????????)?????????,Yes,1
2989,Mort,,Male,37,2000/10/25,Dental Hygienist,Health,High Net Worth,N,??????????????,Yes,2
2990,Brice,Martinuzzi,Male,65,1978/3/16,GIS Technical Architect,Argiculture,High Net Worth,N,???? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,No,8
2991,Fred,Catanheira,Female,48,1964/6/27,Desktop Support Technician,Financial Services,Mass Customer,N,-0.5,No,11
2992,Crystal,Assur,Female,26,1974/5/31,Clinical Specialist,Health,Mass Customer,N,(???????????????? ?????,Yes,10
2993,Blinnie,Hazelden,Female,85,1995/3/7,Graphic Designer,Financial Services,Affluent Customer,N,1.00E+02,No,4
2994,Karlen,Iacovacci,Female,26,1976/8/30,Accountant II,Manufacturing,Mass Customer,N,?????????,Yes,18
2995,Garvin,Cunradi,Male,60,1997/1/14,,Health,Mass Customer,N,?????????????????,Yes,2
2996,Jerrylee,Shinfield,Female,67,1967/5/5,Cost Accountant,Financial Services,Mass Customer,N,??????????????,No,14
2997,Jo-ann,Carlile,Female,57,1973/5/17,Computer Systems Analyst II,Health,Affluent Customer,N,1.00E+02,No,10
2998,Quintana,Housley,Female,34,2000/12/19,Nurse Practicioner,Manufacturing,High Net Worth,N,???????????????,Yes,2
2999,Rinaldo,Diggin,U,28,,Business Systems Development Analyst,IT,Affluent Customer,N,,Yes,
3000,Tann,McCard,Male,28,1974/5/15,Compensation Analyst,Financial Services,Affluent Customer,N,test??test??,No,22
3001,Gal,Waleran,Male,48,1977/7/22,Engineer IV,Argiculture,Mass Customer,N,???????????test???????????? ??????????,No,20
3002,Tracey,Verdun,Male,62,1956/12/6,Paralegal,Financial Services,Mass Customer,N,1.00E+02,Yes,16
3003,Brita,Tupie,Female,72,1963/5/2,Web Developer I,Retail,Mass Customer,N,",???:*:????( ?? ? ?? )???:*:????",Yes,4
3004,Waylon,Hammant,Male,82,1955/2/20,Research Assistant II,Health,Mass Customer,N,1,Yes,16
3005,Rafaellle,Tantrum,Male,36,1969/1/5,Human Resources Manager,Property,Affluent Customer,N,??????????,Yes,8
3006,Ariel,Dillingston,Female,72,1988/12/6,,n/a,Mass Customer,N,,Yes,21
3007,Tudor,Pepper,Male,38,1973/5/22,Environmental Tech,Manufacturing,Mass Customer,N,!@#$%^&*(),No,16
3008,Etta,Criag,Female,40,1982/5/13,,Health,High Net Worth,N,nil,Yes,17
3009,Hephzibah,Cliffe,Female,11,1977/4/2,,Health,High Net Worth,N,<script>alert('hi')</script>,Yes,14
3010,Tobye,Cock,Female,16,1970/5/20,,n/a,Affluent Customer,N,(???????????????? ?????,No,5
3011,Robena,Barks,Female,84,1994/5/11,Staff Scientist,Financial Services,High Net Worth,N,NULL,No,3
3012,Devland,Probart,U,81,,Technical Writer,IT,Mass Customer,N,,Yes,
3013,Lorain,Eddisforth,Female,94,1968/7/28,Office Assistant III,Property,High Net Worth,N,?????????????????,No,6
3014,Terrijo,Merlin,Female,59,2001/3/30,Software Engineer II,n/a,High Net Worth,N,0???? 1???? 2???? 3???? 4???? 5???? 6???? 7???? 8???? 9???? ?,No,1
3015,Queenie,Flips,Female,25,2000/9/2,Assistant Manager,Retail,Affluent Customer,N,?,No,1
3016,Forster,Bumford,Male,25,1985/8/11,Analog Circuit Design manager,Financial Services,High Net Worth,N,`?????????????????????,No,11
3017,Jason,De Lorenzo,Male,88,1955/10/5,Operator,Financial Services,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,7
3018,Ainsley,Nissle,Female,16,1971/8/24,Recruiter,n/a,High Net Worth,N,??,Yes,15
3019,Alonso,Ceyssen,Male,98,1986/2/2,Community Outreach Specialist,Manufacturing,Affluent Customer,N,???????? ?????????,Yes,14
3020,Witty,McArthur,Male,13,1965/12/24,Chemical Engineer,Manufacturing,High Net Worth,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",Yes,10
3021,Parker,Lukacs,Male,4,1983/1/18,,n/a,Mass Customer,N,1;DROP TABLE users,No,9
3022,Gert,Kurtis,Female,21,1988/8/23,,n/a,High Net Worth,N,,No,8
3023,Rikki,Bernet,Female,37,1994/12/9,Accountant I,IT,High Net Worth,N,???????? ?????????,Yes,7
3024,Franz,Craddy,Male,86,1959/1/8,,Health,Mass Customer,N,?????????T?????????h???e??????????? ?????????N???e???z??????p??????????e???????r???????????d?????????i?????????a???????n?? ???????h???i???v???e????-????????m??????i?????n??d??? ??????o?????????,No,12
3025,Osgood,Stolting,Male,27,1977/4/23,Compensation Analyst,Financial Services,Mass Customer,N,???????,Yes,9
3026,Minda,Pendrid,Female,11,1988/11/21,Account Representative III,Property,Mass Customer,N,??test??,Yes,5
3027,Augy,Rudall,Male,83,1977/10/30,Research Nurse,Health,Mass Customer,N,?,Yes,5
3028,Leandra,Schubert,Female,67,1956/7/7,General Manager,Manufacturing,High Net Worth,N,??,No,20
3029,Timmie,Gori,Male,85,1978/7/17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,0,No,13
3030,Flor,Agnew,Female,68,1998/5/21,Technical Writer,Manufacturing,Affluent Customer,N,??????????????,No,3
3031,Diego,Bertelmot,Male,95,1996/2/2,Staff Scientist,Health,Mass Customer,N,"''''""",Yes,5
3032,Renado,Wonfor,Male,53,1992/8/2,Analog Circuit Design manager,Health,Affluent Customer,N,?????????????????,Yes,5
3033,Danielle,Kener,Female,60,1979/3/17,Administrative Officer,Financial Services,High Net Worth,N,,No,12
3034,Mara,Tofanini,Female,54,1956/9/9,Web Designer IV,Manufacturing,Mass Customer,N,,Yes,18
3035,Sigfrid,Caldecot,Male,98,1980/4/15,Associate Professor,Health,High Net Worth,N,"''''""",No,13
3036,Windy,Orehead,Female,24,1977/4/17,Business Systems Development Analyst,Property,Affluent Customer,N,??????????????,Yes,11
3037,Leanora,Isles,Female,30,1971/10/27,Legal Assistant,Financial Services,High Net Worth,N,?????????????????,Yes,18
3038,Hermione,,Female,45,1958/4/8,Senior Developer,n/a,High Net Worth,N,????????????????,No,13
3039,Coralie,Guitonneau,Female,52,1968/7/28,,Financial Services,Affluent Customer,N,?????????T?????????h???e??????????? ?????????N???e???z??????p??????????e???????r???????????d?????????i?????????a???????n?? ???????h???i???v???e????-????????m??????i?????n??d??? ??????o?????????,No,18
3040,Kameko,Kinrade,Female,87,1966/11/28,General Manager,Retail,Mass Customer,N,??????????????,No,5
3041,Sherrie,Kingaby,Female,20,1974/3/12,Physical Therapy Assistant,Retail,Mass Customer,N,??????????,Yes,11
3042,Barris,Trayton,Male,76,1971/3/17,Engineer II,Property,High Net Worth,N,,Yes,15
3043,Kelcey,Argontt,Female,21,1981/8/3,Legal Assistant,n/a,Mass Customer,N,-1.00E+00,Yes,18
3044,Russell,Brittoner,Male,59,1990/4/11,Occupational Therapist,Health,Affluent Customer,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",Yes,19
3045,Renato,Mungham,Male,52,1996/10/2,Cost Accountant,Financial Services,Affluent Customer,N,"??? ???? ??????? ????????????????, ?????????? ??????????????? ??? ????. ???? ????? ??????????? ????????? ????. ????? ???????????? ?????????????-???????? ??? ??????. ????????? ??????????? ???? ???, ?????? ?",Yes,2
3046,Shela,Ridgers,Female,53,1964/6/7,Programmer Analyst III,Manufacturing,Affluent Customer,N,????test??,No,18
3047,Eddy,Cossans,Male,20,1962/1/14,Speech Pathologist,Retail,Mass Customer,N,??????????,Yes,19
3048,Kenon,Messruther,Male,38,1969/5/27,Legal Assistant,Manufacturing,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,16
3049,Tristam,O'Fallone,Male,72,1967/7/15,,Property,High Net Worth,N,Z????????A????????L??????????G??O?????,Yes,12
3050,Dinnie,Worsom,Female,90,1997/12/4,,n/a,High Net Worth,N,?,No,5
3051,Edi,Lugton,Female,81,1973/6/6,,Manufacturing,Affluent Customer,N,?? ? ? ? ? ? ? ?,Yes,7
3052,Lisetta,,Female,72,1976/9/8,Teacher,n/a,Mass Customer,N,???????????test???????????? ??????????,No,18
3053,Susie,,Female,67,1984/9/12,Account Coordinator,Retail,High Net Worth,N,,No,17
3054,Marieann,Wickey,Female,94,1965/7/14,Operator,Manufacturing,Affluent Customer,N,1.00E+02,No,16
3055,Viki,Drache,Female,96,1999/8/23,General Manager,n/a,Mass Customer,N,?? ? ? ? ? ? ? ?,Yes,2
3056,Catlin,Storm,Female,43,1968/5/27,Health Coach II,Entertainment,Mass Customer,N,-1.00E+00,No,18
3057,Mel,Shoebottom,Female,96,1976/3/28,Executive Secretary,n/a,Mass Customer,N,????,No,9
3058,Hamnet,Kibblewhite,Male,67,1986/10/10,Human Resources Manager,Manufacturing,Mass Customer,N,1.00E+02,Yes,16
3059,Hercules,Klewi,Male,83,1958/6/9,Accountant IV,n/a,Mass Customer,N,??????????????????,No,17
3060,Milton,Gorini,Male,28,1982/9/14,VP Accounting,Financial Services,Mass Customer,N,?????????????????,Yes,6
3061,Evie,Bendtsen,Female,51,1991/3/18,Office Assistant IV,Manufacturing,Affluent Customer,N,"<>?:""{}|_+",Yes,3
3062,Lesley,Ruskin,Male,78,1962/11/9,Civil Engineer,Manufacturing,Mass Customer,N,?????????????????????,No,13
3063,Andrea,Wildber,Male,74,1999/11/4,VP Sales,Financial Services,Affluent Customer,N,01-Feb,No,2
3064,Zach,Billison,Male,96,1995/6/14,Product Engineer,Financial Services,Affluent Customer,N,??,Yes,4
3065,Winna,Brusle,Female,88,1978/1/5,Recruiter,Financial Services,High Net Worth,N,?????(???????,Yes,13
3066,Renell,Bellocht,Female,29,1995/1/14,Paralegal,Financial Services,Affluent Customer,N,Z????????A????????L??????????G??O?????,Yes,2
3067,Veronique,Wash,Female,8,1991/1/13,Chief Design Engineer,Manufacturing,Mass Customer,N,???????????(??????????)?????????,Yes,9
3068,Gill,Branney,Female,88,1990/12/7,Automation Specialist I,Manufacturing,Affluent Customer,N,?????????????????,No,1
3069,Phylis,Traves,Female,59,1988/8/12,Senior Cost Accountant,Financial Services,Affluent Customer,N,<svg><script>0<1>alert('XSS')</script>,No,12
3070,Malissia,Minthorpe,Female,74,1998/7/27,Account Executive,Health,Affluent Customer,N,??test??,Yes,1
3071,Shirlee,Murdoch,Female,59,1989/12/25,Assistant Media Planner,Entertainment,Mass Customer,N,",./;'[]\-=",Yes,12
3072,Roma,Prettjohn,Male,87,1979/4/12,Chemical Engineer,Manufacturing,Mass Customer,N,??test??,Yes,10
3073,Hernando,Farnham,Male,16,1967/4/12,Nurse,Telecommunications,Affluent Customer,N,$1.00,No,17
3074,Tracie,Grishaev,Male,31,1969/2/18,VP Quality Control,Health,Mass Customer,N,??????,Yes,12
3075,Corty,Debell,Male,36,1959/10/24,,Entertainment,Mass Customer,N,??,Yes,16
3076,Merna,Eyers,Female,9,1991/10/1,Professor,Health,Mass Customer,N,???????????????? ????????????????,Yes,4
3077,Emelen,Gillopp,Male,19,2000/8/11,Information Systems Manager,Manufacturing,Affluent Customer,N,?????????,No,2
3078,Mariel,Blacksell,Female,54,1982/8/16,Safety Technician III,Retail,Mass Customer,N,-1,No,7
3079,Yorker,McKevany,Male,34,1959/11/18,Legal Assistant,Retail,Mass Customer,N,-0.5,Yes,20
3080,Christoforo,Santus,Male,87,1958/10/6,Graphic Designer,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,10
3081,Dodi,Volker,Female,61,1971/7/25,Mechanical Systems Engineer,n/a,High Net Worth,N,01-Feb,Yes,9
3082,Emlyn,Maile,Male,68,1997/3/28,,Manufacturing,Mass Customer,N,?????????????????,Yes,2
3083,Cirillo,Duprey,Male,44,1971/10/17,,n/a,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,12
3084,Birgit,Dowers,Female,57,1959/7/16,Staff Scientist,Financial Services,Affluent Customer,N,1/0,Yes,16
3085,Kaleb,Eslemont,Male,91,1978/1/21,Accountant IV,n/a,Affluent Customer,N,?????????????????,No,5
3086,Pieter,Gadesby,U,18,,Biostatistician I,IT,High Net Worth,N,,No,
3087,Gerry,Scatcher,Male,64,1986/4/2,Social Worker,Health,Mass Customer,N,??????????????,No,9
3088,Hilarius,Trenbey,Male,92,1974/5/9,,Retail,Affluent Customer,N,??,Yes,17
3089,Wood,Nathan,Male,27,2000/2/24,Web Developer III,Manufacturing,Affluent Customer,N,??,Yes,2
3090,Zared,Pinchback,Male,81,1964/12/6,Operator,Manufacturing,Mass Customer,N,?,No,8
3091,Guenevere,Treffry,Female,88,1995/8/13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,1/0,Yes,3
3092,Hallie,Blackden,Female,8,1972/12/17,Statistician IV,n/a,Affluent Customer,N,?,No,9
3093,Harwilll,Crimes,Male,31,1992/4/1,Mechanical Systems Engineer,Property,High Net Worth,N,??test??,Yes,6
3094,Izak,Andreutti,Male,51,1989/5/28,Biostatistician II,n/a,Mass Customer,N,??,Yes,17
3095,Joachim,,Male,14,1998/10/11,Staff Accountant IV,Retail,High Net Worth,N,?,Yes,2
3096,Lulu,Cabane,Female,32,1973/6/28,Associate Professor,Financial Services,Mass Customer,N,-1,No,10
3097,Alessandro,Casley,Male,2,1978/5/9,Actuary,Financial Services,Affluent Customer,N,??????????????,Yes,19
3098,Tiff,Ovett,Female,77,1980/7/15,Dental Hygienist,Health,Mass Customer,N,-1.00E+02,No,12
3099,Shelli,Benitti,Female,73,1996/11/26,,Retail,Mass Customer,N,?????????????????,Yes,3
3100,Peggy,Wrankling,Female,19,1954/2/9,Recruiter,n/a,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,7
3101,Paxton,Lermit,Male,68,1987/8/27,Geological Engineer,Manufacturing,High Net Worth,N,<img src=x onerror=alert('hi') />,No,12
3102,Paquito,Maitland,Male,37,1990/6/4,Assistant Manager,Property,Affluent Customer,N,`?????????????????????,No,2
3103,Shaylah,Hatchell,Female,5,1953/10/21,Safety Technician II,Retail,Mass Customer,N,1.00E+96,No,20
3104,Diahann,Blundan,Female,19,1994/11/30,Business Systems Development Analyst,Property,Mass Customer,N,????,Yes,2
3105,Bryn,Rycraft,Male,88,1965/10/14,Teacher,Health,Mass Customer,N,??????????????,No,12
3106,Yetty,Conneely,Female,13,1989/6/3,,Financial Services,Mass Customer,N,?????????????????,Yes,21
3107,Dell,Tremathick,Female,98,1960/8/15,Legal Assistant,n/a,High Net Worth,N,!@#$%^&*(),No,9
3108,Trip,Ahmed,Male,94,1967/10/1,Accounting Assistant III,Entertainment,Mass Customer,N,,No,10
3109,Jeralee,Domleo,Female,75,1958/6/23,Automation Specialist II,Health,Mass Customer,N,??? ???? ??? ??? ??? ???,Yes,10
3110,Fabien,Iacapucci,Male,14,1994/2/11,Community Outreach Specialist,IT,Affluent Customer,N,test??test??,Yes,8
3111,Maxwell,Blabber,Male,42,1997/3/11,Associate Professor,Financial Services,Mass Customer,N,????test??,Yes,4
3112,Terri,Gornal,Male,41,2001/4/22,Internal Auditor,Retail,High Net Worth,N,"??????????????????, ?????????? ???????????, ????? ?????????????????, ???????? ????????????",Yes,1
3113,Wenonah,Lethabridge,Female,52,1969/12/6,Teacher,Property,Mass Customer,N,???????????????? ????????????????,Yes,18
3114,Judah,Prime,Male,48,1974/9/5,Teacher,IT,Mass Customer,N,-1,Yes,18
3115,Rip,Spiers,Male,40,1981/2/26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,???????????(??????????)?????????,No,8
3116,Correy,Loynes,Male,16,1978/6/29,,Health,Mass Customer,N,??????,No,7
3117,Nisse,Marriage,Female,68,1995/6/11,Cost Accountant,Financial Services,Affluent Customer,N,??????????????,Yes,6
3118,Cleveland,Coxon,Male,54,1993/1/22,Occupational Therapist,Health,High Net Worth,N,?? ? ? ? ? ? ? ?,No,9
